Region,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,nuovi_positivi_smooth_deseas_Rt_MCMC_pastdays_000,nuovi_positivi_smooth_deseas_Rt_MCMC_HDI_95_min_pastdays_000,nuovi_positivi_smooth_deseas_Rt_MCMC_HDI_95_max_pastdays_000
Marche,2020-07-11 23:59:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,165,169,1,4,5647,987,6803.0,0.0,6803,148103,89561.0,,,,,,,,,,
Molise,2020-07-11 23:59:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,12,12,-3,0,410,23,444.0,1.0,445,24446,23324.0,,,,,,,,,,
P.A. Bolzano,2020-07-11 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,76,82,-4,3,2287,292,2661.0,0.0,2661,90420,44844.0,,,,,,,,,,
P.A. Trento,2020-07-11 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,26,28,1,2,4448,405,3381.0,1500.0,4881,132803,66741.0,,,,,,,,,,
Piemonte,2020-07-11 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,190,9,199,870,1069,-6,9,26314,4111,26178.0,5316.0,31494,447166,276895.0,,,,,,,,,,
Puglia,2020-07-11 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,12,0,12,59,71,-1,1,3924,546,2076.0,2465.0,4541,199805,135169.0,,,,,,,,,,
Sardegna,2020-07-11 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,6,9,-1,0,1229,134,1360.0,12.0,1372,92286,78149.0,,,,,,,,,,
Sicilia,2020-07-11 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,6,0,6,117,123,-1,1,2693,283,2749.0,350.0,3099,233658,188817.0,,,,,,,,,,
Toscana,2020-07-11 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,7,3,10,320,330,0,5,8869,1122,10100.0,221.0,10321,368488,247347.0,,,,,,,,,,
Umbria,2020-07-11 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,0,0,1360,80,1433.0,15.0,1448,105383,70252.0,,,,,,,,,,
Valle d'Aosta,2020-07-11 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,-2,0,1047,146,1079.0,117.0,1196,19409,14405.0,,,,,,,,,,
Veneto,2020-07-11 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,20,3,23,375,398,4,10,16942,2039,19279.0,100.0,19379,1059816,437321.0,,,,,,,,,,
Abruzzo,2020-07-12 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,22,0,22,128,150,3,5,2713,465,3116.0,212.0,3328,115119,76203.0,,,,,,,,,,
Basilicata,2020-07-12 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,374,27,401.0,5.0,406,42254,41474.0,,,,,,,,,,
Calabria,2020-07-12 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,53,57,28,28,1062,97,1159.0,57.0,1216,105034,103000.0,,,,,,,,,,
Campania,2020-07-12 23:59:00,ITA,15,Campania,40.83956555,14.25084984,13,0,13,233,246,4,3,4094,432,4711.0,61.0,4772,302889,150757.0,,,,,,,,,,
Emilia-Romagna,2020-07-12 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,93,10,103,1077,1180,61,71,23491,4269,28091.0,849.0,28940,547863,327651.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-12 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,2,0,2,77,79,0,0,2911,345,3328.0,7.0,3335,212196,113699.0,,,,,,,,,,
Lazio,2020-07-12 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,197,12,209,704,913,-2,20,6557,844,6069.0,2245.0,8314,367461,301453.0,,,,,,,,,,
Liguria,2020-07-12 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,25,0,25,214,239,-14,0,8233,1559,8475.0,1556.0,10031,163019,86925.0,,,,,,,,,,
Lombardia,2020-07-12 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,160,31,191,7813,8004,-208,77,70297,16748,89163.0,5886.0,95049,1142932,685763.0,,,,,,,,,,
Marche,2020-07-12 23:59:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,163,167,-2,1,5650,987,6804.0,0.0,6804,149154,90191.0,,,,,,,,,,
Molise,2020-07-12 23:59:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,12,13,1,1,410,23,444.0,2.0,446,24647,23519.0,,,,,,,,,,
P.A. Bolzano,2020-07-12 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,82,88,6,5,2286,292,2666.0,0.0,2666,91166,45318.0,,,,,,,,,,
P.A. Trento,2020-07-12 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,24,26,-2,0,4450,405,3381.0,1500.0,4881,134432,67162.0,,,,,,,,,,
Piemonte,2020-07-12 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,190,9,199,859,1058,-11,4,26329,4111,26147.0,5351.0,31498,449118,278029.0,,,,,,,,,,
Puglia,2020-07-12 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,12,0,12,59,71,0,0,3924,546,2076.0,2465.0,4541,201419,136109.0,,,,,,,,,,
Sardegna,2020-07-12 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,6,9,0,0,1229,134,1360.0,12.0,1372,92691,78515.0,,,,,,,,,,
Sicilia,2020-07-12 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,5,0,5,118,123,0,0,2693,283,2749.0,350.0,3099,235174,189943.0,,,,,,,,,,
Toscana,2020-07-12 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,8,3,11,320,331,1,1,8869,1122,10101.0,221.0,10322,371272,249202.0,,,,,,,,,,
Umbria,2020-07-12 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,5,9,1,2,1361,80,1434.0,16.0,1450,106030,70601.0,,,,,,,,,,
Valle d'Aosta,2020-07-12 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,0,0,1047,146,1079.0,117.0,1196,19497,14500.0,,,,,,,,,,
Veneto,2020-07-12 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,20,3,23,385,408,10,16,16948,2039,19282.0,113.0,19395,1065444,438873.0,,,,,,,,,,
Abruzzo,2020-07-13 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,19,0,19,124,143,-7,0,2719,466,3113.0,215.0,3328,115176,76243.0,,,,,,,,,,
Basilicata,2020-07-13 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,374,27,401.0,5.0,406,42563,41783.0,,,,,,,,,,
Calabria,2020-07-13 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,53,57,0,0,1062,97,1159.0,57.0,1216,105315,103281.0,,,,,,,,,,
Campania,2020-07-13 23:59:00,ITA,15,Campania,40.83956555,14.25084984,16,0,16,237,253,7,7,4094,432,4718.0,61.0,4779,303419,151102.0,,,,,,,,,,
Emilia-Romagna,2020-07-13 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,93,9,102,1091,1193,13,18,23496,4269,28096.0,862.0,28958,549870,328603.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-13 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,3,0,3,77,80,1,0,2910,345,3328.0,7.0,3335,212714,113993.0,,,,,,,,,,
Lazio,2020-07-13 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,191,11,202,690,892,-21,24,6601,845,6076.0,2262.0,8338,370462,304024.0,,,,,,,,,,
Liguria,2020-07-13 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,24,0,24,194,218,-21,1,8255,1559,8466.0,1566.0,10032,163409,87165.0,,,,,,,,,,
Lombardia,2020-07-13 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,168,30,198,7813,8011,7,94,70375,16757,89209.0,5934.0,95143,1149414,689917.0,,,,,,,,,,
Marche,2020-07-13 23:59:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,155,159,-8,0,5658,987,6804.0,0.0,6804,149515,90393.0,,,,,,,,,,
Molise,2020-07-13 23:59:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,12,13,0,0,410,23,444.0,2.0,446,24710,23582.0,,,,,,,,,,
P.A. Bolzano,2020-07-13 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,89,95,7,7,2286,292,2673.0,0.0,2673,91340,45433.0,,,,,,,,,,
P.A. Trento,2020-07-13 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,24,26,0,0,4450,405,3381.0,1500.0,4881,134529,67232.0,,,,,,,,,,
Piemonte,2020-07-13 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,180,9,189,864,1053,-5,6,26339,4112,26141.0,5363.0,31504,450251,278248.0,,,,,,,,,,
Puglia,2020-07-13 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,10,0,10,58,68,-3,0,3926,547,2056.0,2485.0,4541,202256,137079.0,,,,,,,,,,
Sardegna,2020-07-13 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,7,10,1,1,1229,134,1360.0,13.0,1373,93207,78923.0,,,,,,,,,,
Sicilia,2020-07-13 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,6,0,6,117,123,0,1,2694,283,2749.0,351.0,3100,235954,190293.0,,,,,,,,,,
Toscana,2020-07-13 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,7,3,10,325,335,4,4,8869,1122,10105.0,221.0,10326,372853,250093.0,,,,,,,,,,
Umbria,2020-07-13 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,-1,0,1362,80,1434.0,16.0,1450,106265,70762.0,,,,,,,,,,
Valle d'Aosta,2020-07-13 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,0,0,1047,146,1079.0,117.0,1196,19599,14554.0,,,,,,,,,,
Veneto,2020-07-13 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,22,3,25,387,412,4,6,16950,2039,19282.0,119.0,19401,1069923,440190.0,,,,,,,,,,
Abruzzo,2020-07-14 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,19,0,19,102,121,-22,0,2740,467,3113.0,215.0,3328,115444,76420.0,,,,,,,,,,
Basilicata,2020-07-14 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,374,27,401.0,5.0,406,42851,42071.0,,,,,,,,,,
Calabria,2020-07-14 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,5,0,5,52,57,0,0,1062,97,1159.0,57.0,1216,106176,104142.0,,,,,,,,,,
Campania,2020-07-14 23:59:00,ITA,15,Campania,40.83956555,14.25084984,16,1,17,235,252,-1,0,4095,432,4718.0,61.0,4779,304517,151799.0,,,,,,,,,,
Emilia-Romagna,2020-07-14 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,93,9,102,1087,1189,-4,13,23511,4271,28103.0,868.0,28971,554781,330870.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-14 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,4,0,4,82,86,6,3,2907,345,3331.0,7.0,3338,214706,114618.0,,,,,,,,,,
Lazio,2020-07-14 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,188,10,198,696,894,2,18,6616,846,6086.0,2270.0,8356,373026,306387.0,,,,,,,,,,
Liguria,2020-07-14 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,23,0,23,171,194,-24,6,8283,1561,8459.0,1579.0,10038,164739,87873.0,,,,,,,,,,
Lombardia,2020-07-14 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,176,27,203,7749,7952,-59,30,70461,16760,89200.0,5973.0,95173,1155050,693556.0,,,,,,,,,,
Marche,2020-07-14 23:59:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,156,160,1,1,5658,987,6805.0,0.0,6805,150309,90950.0,,,,,,,,,,
Molise,2020-07-14 23:59:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,8,9,-4,0,414,23,444.0,2.0,446,24875,23741.0,,,,,,,,,,
P.A. Bolzano,2020-07-14 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,89,95,0,1,2287,292,2674.0,0.0,2674,92044,46009.0,,,,,,,,,,
P.A. Trento,2020-07-14 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,24,26,0,0,4450,405,3381.0,1500.0,4881,134858,67405.0,,,,,,,,,,
Piemonte,2020-07-14 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,175,9,184,730,914,-139,3,26478,4115,26106.0,5401.0,31507,454092,280065.0,,,,,,,,,,
Puglia,2020-07-14 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,10,0,10,58,68,0,0,3926,547,2052.0,2489.0,4541,204917,138661.0,,,,,,,,,,
Sardegna,2020-07-14 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,4,0,4,6,10,0,1,1230,134,1361.0,13.0,1374,94052,79670.0,,,,,,,,,,
Sicilia,2020-07-14 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,4,0,4,133,137,14,15,2695,283,2753.0,362.0,3115,238702,192474.0,,,,,,,,,,
Toscana,2020-07-14 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,8,2,10,301,311,-24,4,8894,1125,10107.0,223.0,10330,375745,251778.0,,,,,,,,,,
Umbria,2020-07-14 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,0,0,1362,80,1434.0,16.0,1450,107301,71359.0,,,,,,,,,,
Valle d'Aosta,2020-07-14 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,3,0,3,1,4,1,0,1046,146,1079.0,117.0,1196,19707,14621.0,,,,,,,,,,
Veneto,2020-07-14 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,29,2,31,396,427,15,19,16952,2041,19287.0,133.0,19420,1076719,442646.0,,,,,,,,,,
Abruzzo,2020-07-15 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,17,0,17,107,124,3,3,2740,467,3113.0,218.0,3331,116253,76907.0,,,,,,,,,,
Basilicata,2020-07-15 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,373,27,402.0,3.0,405,43107,42322.0,,,,,,,,,,
Calabria,2020-07-15 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,5,0,5,54,59,2,2,1062,97,1159.0,59.0,1218,106955,104921.0,,,,,,,,,,
Campania,2020-07-15 23:59:00,ITA,15,Campania,40.83956555,14.25084984,51,1,52,207,259,7,8,4096,432,4724.0,63.0,4787,306363,152896.0,,,,,,,,,,
Emilia-Romagna,2020-07-15 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,88,9,97,1073,1170,-19,18,23548,4271,28112.0,877.0,28989,558766,333415.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-15 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,5,0,5,88,93,7,1,2901,345,3332.0,7.0,3339,217376,115345.0,,,,,,,,,,
Lazio,2020-07-15 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,190,10,200,698,898,4,20,6631,847,6096.0,2280.0,8376,375364,308504.0,,,,,,,,,,
Liguria,2020-07-15 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,24,0,24,172,196,2,4,8285,1561,8455.0,1587.0,10042,166213,88611.0,,,,,,,,,,
Lombardia,2020-07-15 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,177,23,200,7335,7535,-417,63,70936,16765,89240.0,5996.0,95236,1165476,699935.0,,,,,,,,,,
Marche,2020-07-15 23:59:00,ITA,11,Marche,43.61675973,13.5188753,3,1,4,153,157,-3,0,5661,987,6805.0,0.0,6805,151628,91580.0,,,,,,,,,,
Molise,2020-07-15 23:59:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,8,9,0,0,414,23,444.0,2.0,446,25037,23903.0,,,,,,,,,,
P.A. Bolzano,2020-07-15 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,91,97,2,3,2288,292,2677.0,0.0,2677,93003,46587.0,,,,,,,,,,
P.A. Trento,2020-07-15 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,23,24,-2,0,4452,405,3381.0,1500.0,4881,135996,67776.0,,,,,,,,,,
Piemonte,2020-07-15 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,163,8,171,716,887,-27,8,26510,4118,26053.0,5462.0,31515,456932,281745.0,,,,,,,,,,
Puglia,2020-07-15 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,10,0,10,58,68,0,0,3926,547,2051.0,2490.0,4541,207413,140603.0,,,,,,,,,,
Sardegna,2020-07-15 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,4,0,4,8,12,2,2,1230,134,1361.0,15.0,1376,95175,80552.0,,,,,,,,,,
Sicilia,2020-07-15 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,4,0,4,133,137,0,0,2695,283,2753.0,362.0,3115,240742,194142.0,,,,,,,,,,
Toscana,2020-07-15 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,9,3,12,301,313,2,8,8898,1127,10114.0,224.0,10338,379196,254060.0,,,,,,,,,,
Umbria,2020-07-15 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,5,0,5,5,10,2,2,1362,80,1435.0,17.0,1452,108430,71881.0,,,,,,,,,,
Valle d'Aosta,2020-07-15 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,1,2,-2,0,1048,146,1079.0,117.0,1196,19824,14702.0,,,,,,,,,,
Veneto,2020-07-15 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,30,2,32,406,438,11,21,16960,2043,19289.0,152.0,19441,1083811,445120.0,,,,,,,,,,
Abruzzo,2020-07-16 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,17,0,17,103,120,-4,2,2745,468,3115.0,218.0,3333,117027,77425.0,,,,,,,,,,
Basilicata,2020-07-16 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,373,27,402.0,3.0,405,43400,42615.0,,,,,,,,,,
Calabria,2020-07-16 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,5,0,5,60,65,6,8,1064,97,1159.0,67.0,1226,107852,105818.0,,,,,,,,,,
Campania,2020-07-16 23:59:00,ITA,15,Campania,40.83956555,14.25084984,23,1,24,238,262,3,4,4097,432,4728.0,63.0,4791,307585,153642.0,,,,,,,,,,
Emilia-Romagna,2020-07-16 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,88,9,97,1101,1198,28,46,23566,4271,28128.0,907.0,29035,563225,336154.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-16 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,0,7,90,97,4,4,2901,345,3336.0,7.0,3343,219943,116013.0,,,,,,,,,,
Lazio,2020-07-16 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,175,9,184,666,850,-48,9,6687,848,6100.0,2285.0,8385,377936,310829.0,,,,,,,,,,
Liguria,2020-07-16 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,28,0,28,173,201,5,8,8285,1564,8448.0,1602.0,10050,167677,89337.0,,,,,,,,,,
Lombardia,2020-07-16 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,164,23,187,7322,7509,-26,80,71032,16775,89270.0,6046.0,95316,1176203,706440.0,,,,,,,,,,
Marche,2020-07-16 23:59:00,ITA,11,Marche,43.61675973,13.5188753,3,1,4,152,156,-1,1,5663,987,6806.0,0.0,6806,152848,92199.0,,,,,,,,,,
Molise,2020-07-16 23:59:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,8,9,0,0,414,23,444.0,2.0,446,25218,24081.0,,,,,,,,,,
P.A. Bolzano,2020-07-16 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,94,100,3,1,2286,292,2678.0,0.0,2678,93770,47161.0,,,,,,,,,,
P.A. Trento,2020-07-16 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,17,18,-6,0,4458,405,3381.0,1500.0,4881,137601,68068.0,,,,,,,,,,
Piemonte,2020-07-16 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,159,6,165,703,868,-19,7,26536,4118,25982.0,5540.0,31522,460019,283577.0,,,,,,,,,,
Puglia,2020-07-16 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,11,0,11,57,68,0,1,3926,548,2051.0,2491.0,4542,210124,142396.0,,,,,,,,,,
Sardegna,2020-07-16 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,4,0,4,7,11,-1,1,1232,134,1362.0,15.0,1377,95982,81230.0,,,,,,,,,,
Sicilia,2020-07-16 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,6,0,6,148,154,17,17,2695,283,2753.0,379.0,3132,243037,195812.0,,,,,,,,,,
Toscana,2020-07-16 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,12,2,14,301,315,2,12,8908,1127,10125.0,225.0,10350,382160,255850.0,,,,,,,,,,
Umbria,2020-07-16 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,5,0,5,5,10,0,0,1362,80,1435.0,17.0,1452,109277,72335.0,,,,,,,,,,
Valle d'Aosta,2020-07-16 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,1,2,0,0,1048,146,1079.0,117.0,1196,19915,14736.0,,,,,,,,,,
Veneto,2020-07-16 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,31,2,33,422,455,17,29,16968,2047,19297.0,173.0,19470,1092693,447878.0,,,,,,,,,,
Abruzzo,2020-07-17 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,17,0,17,102,119,-1,1,2747,468,3116.0,218.0,3334,117780,77893.0,,,,,,,,,,
Basilicata,2020-07-17 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,373,27,402.0,3.0,405,43697,42912.0,,,,,,,,,,
Calabria,2020-07-17 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,6,0,6,63,69,4,5,1065,97,1159.0,72.0,1231,108711,106677.0,,,,,,,,,,
Campania,2020-07-17 23:59:00,ITA,15,Campania,40.83956555,14.25084984,49,1,50,222,272,10,12,4098,433,4739.0,64.0,4803,309290,154665.0,,,,,,,,,,
Emilia-Romagna,2020-07-17 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,87,8,95,1133,1228,30,54,23586,4273,28151.0,936.0,29087,568779,339384.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-17 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,0,7,89,96,-1,3,2905,345,3339.0,7.0,3346,222778,116622.0,,,,,,,,,,
Lazio,2020-07-17 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,175,9,184,668,852,2,14,6698,849,6105.0,2294.0,8399,381039,313544.0,,,,,,,,,,
Liguria,2020-07-17 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,29,0,29,157,186,-15,2,8301,1565,8447.0,1605.0,10052,169186,90102.0,,,,,,,,,,
Lombardia,2020-07-17 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,159,22,181,7240,7421,-88,55,71172,16778,89280.0,6091.0,95371,1186114,712261.0,,,,,,,,,,
Marche,2020-07-17 23:59:00,ITA,11,Marche,43.61675973,13.5188753,3,1,4,151,155,-1,3,5667,987,6809.0,0.0,6809,153879,92653.0,,,,,,,,,,
Molise,2020-07-17 23:59:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,7,8,-1,0,415,23,444.0,2.0,446,25381,24242.0,,,,,,,,,,
P.A. Bolzano,2020-07-17 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,95,101,1,4,2289,292,2682.0,0.0,2682,94576,47745.0,,,,,,,,,,
P.A. Trento,2020-07-17 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,0,0,0,16,16,-2,0,4460,405,3381.0,1500.0,4881,138920,68352.0,,,,,,,,,,
Piemonte,2020-07-17 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,150,6,156,700,856,-12,8,26555,4119,25904.0,5626.0,31530,462863,285503.0,,,,,,,,,,
Puglia,2020-07-17 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,12,0,12,58,70,2,5,3929,548,2053.0,2494.0,4547,211843,144093.0,,,,,,,,,,
Sardegna,2020-07-17 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,5,10,-1,0,1233,134,1362.0,15.0,1377,97058,82095.0,,,,,,,,,,
Sicilia,2020-07-17 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,9,0,9,149,158,4,4,2695,283,2753.0,383.0,3136,245437,197335.0,,,,,,,,,,
Toscana,2020-07-17 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,12,1,13,305,318,3,6,8909,1129,10130.0,226.0,10356,384826,257616.0,,,,,,,,,,
Umbria,2020-07-17 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,6,0,6,6,12,2,2,1362,80,1436.0,18.0,1454,110114,72708.0,,,,,,,,,,
Valle d'Aosta,2020-07-17 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,0,2,0,0,1048,146,1079.0,117.0,1196,20023,14770.0,,,,,,,,,,
Veneto,2020-07-17 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,33,2,35,467,502,47,55,16976,2047,19301.0,224.0,19525,1101965,451085.0,,,,,,,,,,
Abruzzo,2020-07-18 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,15,0,15,102,117,-2,1,2750,468,3113.0,222.0,3335,118745,78469.0,,,,,,,,,,
Basilicata,2020-07-18 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,373,27,402.0,3.0,405,44020,43235.0,,,,,,,,,,
Calabria,2020-07-18 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,5,0,5,70,75,6,7,1066,97,1159.0,79.0,1238,109655,107621.0,,,,,,,,,,
Campania,2020-07-18 23:59:00,ITA,15,Campania,40.83956555,14.25084984,44,1,45,242,287,15,15,4098,433,4754.0,64.0,4818,310851,155873.0,,,,,,,,,,
Emilia-Romagna,2020-07-18 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,85,8,93,1141,1234,6,40,23619,4274,28166.0,961.0,29127,573554,342592.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-18 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,0,7,92,99,3,4,2906,345,3343.0,7.0,3350,224856,117057.0,,,,,,,,,,
Lazio,2020-07-18 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,174,9,183,683,866,14,20,6703,850,6115.0,2304.0,8419,384054,316173.0,,,,,,,,,,
